Row ID	Order ID	Order Date	Order Priority	Order Quantity	Sales	Discount	Ship Mode	Profit	Unit Price	Shipping Cost	First Name	Last Name	Region	Customer Segment	Product Category	Product Sub-Category	Product Name	Product Container	Product Base Margin	Ship Date	BirthDate
7971	57025	~41086%	Medium	08/01/1900	71.1	0.03	Regular Air	2.29	8.69	2.99	Fred	Chung	Quebec	Corporate	Office Supplies	Binders and Binder Accessories	Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl	Small Box	0.39	28/06/2012	10/09/1979
7979	57061	~40147%	Low	21/01/1900	470.79	0.04	Regular Air	-80.11	22.38	15.1	Dionis	Lloyd	Quebec	Small Business	Office Supplies	Binders and Binder Accessories	Avery Flip-Chart Easel Binder, Black	Small Box	0.38	07/12/2009	12/10/1979
7980	57061	~40147%	Low	06/01/1900	36.56	0.07	Regular Air	6.22	6.3	0.5	Dionis	Lloyd	Quebec	Small Business	Office Supplies	Labels	Avery 51	Small Box	0.39	30/11/2009	26/03/1977
7981	57061	~40147%	Low	03/01/1900	55.17	0.06	Regular Air	46.84	17.78	5.03	Dionis	Lloyd	Quebec	Small Business	Furniture	Office Furnishings	Seth Thomas 13 1/2" Wall Clock	Small Box	0.54	02/12/2009	02/02/1977
8008	57217	~40564%	Medium	04/02/1900	422.25	0.06	Regular Air	-116.02	11.66	7.95	Alan	Haines	Quebec	Consumer	Office Supplies	Pens & Art Supplies	Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black	Small Pack	0.58	23/01/2011	13/11/1982
8054	57504	~40029%	Not Specified	13/02/1900	357.48	0.01	Regular Air	160.02	7.64	1.39	Sarah	Brown	Quebec	Consumer	Office Supplies	Envelopes	Security-Tint Envelopes	Small Box	0.36	07/08/2009	13/02/1952
8083	57666	~39955%	Not Specified	14/02/1900	1206.15	0.03	Regular Air	304.2	25.98	4.08	Mathew	Reese	Quebec	Small Business	Office Supplies	Pens & Art Supplies	Boston 1799 Powerhouse™ Electric Pencil Sharpener	Small Pack	0.57	25/05/2009	12/11/1952
8084	57666	~39955%	Not Specified	13/02/1900	941.99	0.1	Delivery Truck	-2111.36	20.98	53.03	Mathew	Reese	Quebec	Small Business	Office Supplies	Storage & Organization	Tennsco Lockers, Gray	Jumbo Drum	0.78	22/05/2009	24/12/1952
8183	58496	~40705%	Not Specified	20/01/1900	137.97	0.06	Regular Air	-123.94	6.48	10.05	Dionis	Lloyd	Quebec	Small Business	Office Supplies	Paper	Xerox 1997	Small Box	0.37	13/06/2011	04/08/1981
8200	58628	~39896%	Medium	23/01/1900	2527.792	0.09	Delivery Truck	-335.32	138.75	52.42	Dionis	Lloyd	Quebec	Small Business	Furniture	Tables	Balt Split Level Computer Training Table	Jumbo Box	0.74	25/03/2009	27/01/1953
8234	58854	~40292%	Critical	04/02/1900	6130.9	0.03	Delivery Truck	583.15	170.98	35.89	Arthur	Gainer	Quebec	Corporate	Furniture	Bookcases	Rush Hierlooms Collection 1" Thick Stackable Bookcases	Jumbo Box	0.66	25/04/2010	21/06/1955
8235	58854	~40292%	Critical	10/01/1900	193.205	0	Regular Air	-52.24	20.99	4.81	Arthur	Gainer	Quebec	Corporate	Technology	Telephones and Communication	1726 Digital Answering Machine	Medium Box	0.58	26/04/2010	05/03/1956
8243	58917	~40970%	High	27/01/1900	14300.26	0.01	Regular Air	6279.18	499.99	24.49	John	Stevenson	Quebec	Small Business	Technology	Copiers and Fax	Sharp AL-1530CS Digital Copier	Large Box	0.36	03/03/2012	17/06/1956
8244	58917	~40970%	High	03/01/1900	62.88	0.09	Regular Air	-25.96	21.98	2.87	John	Stevenson	Quebec	Small Business	Office Supplies	Pens & Art Supplies	Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener	Small Pack	0.55	02/03/2012	10/04/1975
8266	59104	~39856%	High	13/01/1900	197.61	0.08	Express Air	3.46	14.27	7.27	Aaron	Smayling	Quebec	Small Business	Office Supplies	Binders and Binder Accessories	GBC Laser Imprintable Binding System Covers, Desert Sand	Small Box	0.38	15/02/2009	21/08/1975
8267	59104	~39856%	High	22/01/1900	68.92	0.04	Regular Air	2.63	2.98	1.58	Aaron	Smayling	Quebec	Small Business	Office Supplies	Rubber Bands	Staples Gold Paper Clips	Wrap Bag	0.39	15/02/2009	23/10/1975
8268	59104	~39856%	High	07/02/1900	3594.7435	0.05	Regular Air	1016.97	115.99	2.5	Aaron	Smayling	Quebec	Small Business	Technology	Telephones and Communication	StarTAC 7797	Small Box	0.55	14/02/2009	25/06/1975
8389	59937	~40175%	High	07/01/1900	235.98	0.02	Regular Air	-32.28	30.98	17.08	John	Stevenson	Quebec	Small Business	Office Supplies	Paper	Xerox 197	Small Box	0.4	29/12/2009	15/07/1974
66	386	~40567%	High	04/01/1900	14.96	0.02	Regular Air	-0.03	3.69	0.5	Tracy	Poddar	Ontario	Corporate	Office Supplies	Labels	Avery 501	Small Box	0.38	26/01/2011	21/10/1974
67	386	~40567%	High	04/01/1900	15.69	0.09	Regular Air	-1.59	3.85	0.7	Tracy	Poddar	Ontario	Corporate	Office Supplies	Pens & Art Supplies	Avery Hi-Liter Pen Style Six-Color Fluorescent Set	Wrap Bag	0.44	26/01/2011	08/07/1979
69	416	~40447%	Low	20/01/1900	1156.6715	0.01	Express Air	88.52	65.99	7.69	Stuart	Calhoun	Ontario	Consumer	Technology	Telephones and Communication	5190	Small Box	0.59	01/10/2010	20/08/1979
84	513	~40663%	High	02/02/1900	5437.92	0	Delivery Truck	-684.57	150.89	60.2	Arthur	Prichep	Ontario	Home Office	Furniture	Chairs & Chairmats	Global Leather & Oak Executive Chair, Burgundy	Jumbo Drum	0.77	30/04/2011	26/08/1979
94	611	~40204%	Critical	16/02/1900	840.04	0.04	Regular Air	-131.27	17.7	9.47	Arthur	Prichep	Ontario	Home Office	Office Supplies	Storage & Organization	Portfile® Personal File Boxes	Small Box	0.59	28/01/2010	11/01/1978
124	802	~40547%	Critical	02/02/1900	378.6	0.08	Regular Air	12.72	11.7	5.63	Kean	Nguyen	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	Fellowes Binding Cases	Small Box	0.4	06/01/2011	11/04/1978
125	802	~40547%	Critical	02/01/1900	38.5	0.09	Regular Air	-52.14	15.99	9.4	Kean	Nguyen	Ontario	Corporate	Technology	Office Machines	AT&T Black Trimline Phone, Model 210	Small Box	0.49	04/01/2011	27/02/1978
150	960	~40076%	Medium	15/02/1900	605.97	0.07	Regular Air	-22.72	13.73	6.85	Jim	Kriz	Ontario	Consumer	Furniture	Office Furnishings	DAX Wood Document Frame.	Wrap Bag	0.54	21/09/2009	10/02/1978
155	965	~40677%	Low	11/02/1900	11230.25	0.07	Delivery Truck	-679.04	280.98	35.67	Jas	O'Carroll	Ontario	Corporate	Furniture	Tables	Global Adaptabilities™ Conference Tables	Jumbo Box	0.66	21/05/2011	27/08/1979
174	1127	~40804%	Not Specified	17/02/1900	5340.5	0.01	Regular Air	1215.28	110.98	13.99	Stuart	Calhoun	Ontario	Consumer	Furniture	Office Furnishings	Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60", Lip 20" x 11" -90 Degree Angle	Medium Box	0.69	19/09/2011	28/12/1979
226	1507	~40464%	Medium	29/01/1900	4345.86	0.09	Regular Air	126.62	152.48	4	Harold	Ryan	Ontario	Home Office	Technology	Computer Peripherals	Adesso Programmable 142-Key Keyboard	Small Box	0.79	15/10/2010	09/03/1935
244	1665	~39940%	High	26/01/1900	755.6075	0.05	Regular Air	149.17	35.99	1.1	John	Lucas	Ontario	Corporate	Technology	Telephones and Communication	Accessory35	Small Box	0.55	09/05/2009	14/07/1970
281	1952	~39887%	High	24/01/1900	7287.55	0.04	Delivery Truck	-715.78	296.18	54.12	Alejandro	Grove	Ontario	Corporate	Furniture	Tables	Hon 94000 Series Round Tables	Jumbo Box	0.76	15/03/2009	03/03/1970
282	1953	~40511%	Medium	13/01/1900	137.64	0.06	Regular Air	19.59	10.91	2.99	Sam	Zeldin	Ontario	Small Business	Office Supplies	Binders and Binder Accessories	Heavy-Duty E-Z-D® Binders	Small Box	0.38	29/11/2010	26/11/1970
323	2213	~40192%	Not Specified	06/01/1900	40.31	0.08	Regular Air	-32.27	5.78	8.09	Sam	Zeldin	Ontario	Small Business	Office Supplies	Paper	Xerox 1924	Small Box	0.36	15/01/2010	10/04/1957
344	2368	~40409%	Critical	05/02/1900	508.73	0.08	Regular Air	-229.67	14.81	13.32	Sally	Hughsby	Ontario	Consumer	Office Supplies	Appliances	Holmes Replacement Filter for HEPA Air Cleaner, Large Room	Small Box	0.43	21/08/2010	10/11/1957
365	2560	~41156%	Critical	01/02/1900	731.22	0	Regular Air	-84.07	20.97	6.5	Harold	Ryan	Ontario	Home Office	Technology	Computer Peripherals	Microsoft Internet Keyboard	Small Box	0.78	05/09/2012	21/10/1957
366	2560	~41156%	Critical	23/01/1900	114.14	0.07	Regular Air	-65.62	4.98	5.49	Harold	Ryan	Ontario	Home Office	Office Supplies	Paper	Xerox 1952	Small Box	0.38	06/09/2012	23/03/1957
400	2754	~39905%	High	16/01/1900	1427.67	0.04	Regular Air	422.8	90.24	0.99	Philip	Brown	Ontario	Home Office	Office Supplies	Appliances	Kensington 6 Outlet MasterPiece® HOMEOFFICE Power Control Center	Small Box	0.56	04/04/2009	05/04/1957
401	2754	~39905%	High	11/01/1900	499.26	0.09	Express Air	144.05	47.9	5.86	Philip	Brown	Ontario	Home Office	Office Supplies	Paper	Xerox 1938	Small Box	0.37	04/04/2009	08/02/1958
402	2755	~40945%	Not Specified	30/01/1900	736.3	0.03	Regular Air	259.07	24.95	2.99	Jane	Waco	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	Large Capacity Hanging Post Binders	Small Box	0.39	06/02/2012	08/06/1958
403	2755	~40945%	Not Specified	19/02/1900	346.06	0	Regular Air	-76.54	6.48	5.86	Jane	Waco	Ontario	Corporate	Office Supplies	Paper	Xerox 1904	Small Box	0.36	06/02/2012	03/03/1958
481	3333	~41167%	Not Specified	11/02/1900	927.97	0.08	Regular Air	162.17	22.98	4.5	Sandra	Flanagan	Ontario	Home Office	Office Supplies	Appliances	Belkin F5C206VTEL 6 Outlet Surge	Small Box	0.55	17/09/2012	19/11/1958
482	3333	~41167%	Not Specified	09/01/1900	59.05	0.08	Regular Air	-24.09	6.48	5.4	Sandra	Flanagan	Ontario	Home Office	Office Supplies	Paper	Xerox 207	Small Box	0.37	15/09/2012	09/10/1958
500	3460	~40818%	High	27/01/1900	153.23	0.08	Regular Air	-95.15	5.98	4.69	Steve	Nguyen	Ontario	Consumer	Office Supplies	Storage & Organization	Perma STOR-ALL™ Hanging File Box, 13 1/8"W x 12 1/4"D x 10 1/2"H	Small Box	0.68	04/10/2011	26/07/1958
530	3591	~40519%	Medium	03/01/1900	321.57	0.01	Delivery Truck	-100.05	100.98	15.66	Herbert	Flentye	Ontario	Small Business	Office Supplies	Appliances	Avanti 1.7 Cu. Ft. Refrigerator	Jumbo Drum	0.57	09/12/2010	10/05/1958
531	3591	~40519%	Medium	12/01/1900	1085.16	0.08	Delivery Truck	-311.54	89.99	42	Herbert	Flentye	Ontario	Small Business	Furniture	Chairs & Chairmats	Global Leather Task Chair, Black	Jumbo Drum	0.66	08/12/2010	05/02/1959
586	4006	~40546%	Medium	07/02/1900	1441.61	0.06	Regular Air	624.84	37.94	5.08	Jas	O'Carroll	Ontario	Corporate	Office Supplies	Paper	Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate	Wrap Bag	0.38	04/01/2011	08/02/1959
611	4193	~39821%	High	16/01/1900	64.29	0.07	Regular Air	14.42	4.13	0.99	Sandra	Flanagan	Ontario	Home Office	Office Supplies	Labels	Avery 491	Small Box	0.39	08/01/2009	19/11/1959
612	4193	~39821%	High	03/01/1900	75.77	0.03	Regular Air	64.25	22.72	8.99	Sandra	Flanagan	Ontario	Home Office	Furniture	Office Furnishings	Executive Impressions 14" Two-Color Numerals Wall Clock	Small Pack	0.44	08/01/2009	07/10/1959
627	4387	~40838%	Critical	04/01/1900	640.21	0.07	Delivery Truck	-388.52	150.98	39.25	Sandra	Flanagan	Ontario	Corporate	Furniture	Tables	Iceberg OfficeWorks 42" Round Tables	Jumbo Box	0.75	23/10/2011	11/05/1959
639	4512	~40840%	Low	12/02/1900	6077.11	0.06	Delivery Truck	-353.66	146.34	43.75	Sandra	Flanagan	Ontario	Home Office	Furniture	Tables	Bevis Round Conference Table Top & Single Column Base	Jumbo Box	0.64	29/10/2011	03/07/1960
685	4773	~40899%	Critical	17/02/1900	6746.312	0.07	Delivery Truck	-433.29	179.29	29.21	Liz	Willingham	Ontario	Home Office	Furniture	Tables	Bevis Round Conference Table Top, X-Base	Jumbo Box	0.76	24/12/2011	03/04/1960
694	4839	~39942%	Critical	24/01/1900	159.43	0.05	Regular Air	-120.59	6.48	8.73	Sally	Hughsby	Ontario	Consumer	Office Supplies	Paper	Xerox 227	Small Box	0.37	09/05/2009	25/09/1960
705	4935	~40322%	Not Specified	30/01/1900	106.64	0.1	Regular Air	-31.95	3.68	1.32	Xylona	Price	Ontario	Corporate	Office Supplies	Scissors, Rulers and Trimmers	*Staples* vLetter Openers, 2/Pack	Wrap Bag	0.83	27/05/2010	24/10/1960
891	6403	~40585%	Low	10/02/1900	17874.26	0	Regular Air	6247.95	419.19	19.99	John	Lucas	Ontario	Small Business	Office Supplies	Storage & Organization	Smead Adjustable Mobile File Trolley with Lockable Top	Small Box	0.58	13/02/2011	23/07/1960
932	6754	~40766%	High	13/01/1900	2388.636	0.01	Regular Air	191	205.99	5.26	Bill	Overfelt	Ontario	Corporate	Technology	Telephones and Communication	i470	Small Box	0.56	13/08/2011	24/09/1960
1040	7619	~40459%	Not Specified	08/01/1900	141.77	0.02	Regular Air	-24.48	17.48	1.99	Sally	Hughsby	Ontario	Consumer	Technology	Computer Peripherals	Maxell Pro 80 Minute CD-R, 10/Pack	Small Pack	0.45	09/10/2010	04/03/1960
1048	7744	~40134%	Low	26/01/1900	4286.55	0.07	Regular Air	1416.7	172.99	19.99	Kean	Nguyen	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	Ibico EB-19 Dual Function Manual Binding System	Small Box	0.39	17/11/2009	02/05/1960
1049	7744	~40134%	Low	01/01/1900	8.34	0.09	Regular Air	-3.44	7.64	1.39	Kean	Nguyen	Ontario	Corporate	Office Supplies	Envelopes	#10- 4 1/8" x 9 1/2" Security-Tint Envelopes	Small Box	0.36	26/11/2009	02/04/1960
1089	8006	~40697%	Medium	27/01/1900	197.15	0	Express Air	-23.34	6.68	5.2	Stuart	Calhoun	Ontario	Consumer	Office Supplies	Paper	Xerox 1977	Small Box	0.37	05/06/2011	16/11/1960
1121	8224	~40946%	Not Specified	10/02/1900	89.77	0.03	Regular Air	9.92	2.21	1	John	Grady	Ontario	Corporate	Office Supplies	Pens & Art Supplies	Quartet Alpha® White Chalk, 12/Pack	Wrap Bag	0.38	09/02/2012	04/03/1960
1143	8323	~40792%	High	14/02/1900	766.9635	0.05	Express Air	-88.25	20.99	2.5	Jas	O'Carroll	Ontario	Home Office	Technology	Telephones and Communication	Accessory37	Wrap Bag	0.81	07/09/2011	09/07/1960
1163	8480	~40572%	High	11/01/1900	76.36	0.07	Regular Air	-58.4	6.48	8.74	Robert	Marley	Ontario	Corporate	Office Supplies	Paper	Xerox 1984	Small Box	0.36	31/01/2011	22/09/1960
1164	8480	~40572%	High	03/01/1900	309.9015	0.09	Regular Air	-558.42	125.99	7.69	Robert	Marley	Ontario	Corporate	Technology	Telephones and Communication	Timeport L7089	Small Box	0.58	31/01/2011	24/11/1961
1304	9568	~40244%	Not Specified	15/02/1900	3725.53	0	Regular Air	748.67	76.72	19.95	John	Lucas	Ontario	Corporate	Office Supplies	Appliances	Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room	Large Box	0.54	09/03/2010	19/02/1961
1331	9701	~40236%	Low	08/01/1900	103.75	0.01	Regular Air	25.13	12.97	1.49	Herbert	Flentye	Ontario	Small Business	Office Supplies	Binders and Binder Accessories	Mead 1st Gear 2" Zipper Binder, Asst. Colors	Small Box	0.35	04/03/2010	21/08/1961
1332	9701	~40236%	Low	09/01/1900	855.865	0.04	Regular Air	-153.92	110.99	2.5	Herbert	Flentye	Ontario	Small Business	Technology	Telephones and Communication	T18	Small Box	0.57	03/03/2010	18/10/1961
1369	9926	~40097%	High	25/01/1900	158.83	0	Regular Air	-56.97	5.77	5.92	Mick	Hernandez	Ontario	Home Office	Furniture	Office Furnishings	DAX Cubicle Frames - 8x10	Medium Box	0.55	13/10/2009	18/08/1961
1439	10373	~40354%	Critical	28/01/1900	193.16	0.03	Regular Air	-71.73	6.48	6.6	Sally	Hughsby	Ontario	Consumer	Office Supplies	Paper	Xerox 21	Small Box	0.37	27/06/2010	11/10/1961
1452	10470	~41033%	Low	09/02/1900	1757.43	0.02	Express Air	490.77	44.01	3.5	Guy	Phonely	Ontario	Corporate	Office Supplies	Appliances	Acco Smartsocket® Color-Coded Six-Outlet AC Adapter Model Surge Protectors	Small Box	0.59	06/05/2012	17/09/1962
1453	10470	~41033%	Low	08/01/1900	137.26	0.03	Regular Air	-54.61	15.99	13.18	Guy	Phonely	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2" x 11"	Small Box	0.37	11/05/2012	22/01/1962
1454	10470	~41033%	Low	20/01/1900	2913.1455	0.09	Regular Air	333.72	175.99	4.99	Guy	Phonely	Ontario	Corporate	Technology	Telephones and Communication	5165	Small Box	0.59	06/05/2012	06/11/1962
1542	11111	~40560%	Medium	07/01/1900	308.52	0.1	Regular Air	-59.85	41.47	34.2	Guy	Phonely	Ontario	Corporate	Furniture	Office Furnishings	Eldon Econocleat® Chair Mats for Low Pile Carpets	Wrap Bag	0.73	19/01/2011	26/10/1962
1543	11111	~40560%	Medium	29/01/1900	176.5	0.1	Regular Air	-119.72	6.48	7.37	Guy	Phonely	Ontario	Corporate	Office Supplies	Paper	Xerox 210	Small Box	0.37	19/01/2011	24/05/1963
1549	11173	~40998%	Critical	06/02/1900	221.66	0.08	Regular Air	-95.17	5.98	3.85	Janet	Molinari	Ontario	Corporate	Technology	Computer Peripherals	Imation 3.5" IBM-Formatted Diskettes, 10/Pack	Small Pack	0.68	01/04/2012	24/09/1963
1559	11239	~40948%	Critical	02/02/1900	6170.02	0.03	Delivery Truck	-433.29	179.29	29.21	Jay	Kimmel	Ontario	Small Business	Furniture	Tables	Bevis Round Conference Table Top, X-Base	Jumbo Box	0.74	11/02/2012	14/09/1963
1576	11396	~41111%	Critical	11/02/1900	12270.3	0.07	Regular Air	4842.37	304.99	19.99	Matt	Connell	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	Ibico Hi-Tech Manual Binding System	Small Box	0.4	22/07/2012	02/02/1972
1633	11808	~41121%	Not Specified	01/01/1900	148.344	0.06	Delivery Truck	25.21	150.98	39.25	Tracy	Poddar	Ontario	Corporate	Furniture	Tables	Iceberg OfficeWorks 42" Round Tables	Jumbo Box	0.75	01/08/2012	17/12/1972
1642	11874	~41161%	Medium	01/01/1900	40.29	0	Regular Air	-82.13	30.42	8.65	Tracy	Poddar	Ontario	Corporate	Technology	Computer Peripherals	Fellowes Internet Keyboard, Platinum	Small Box	0.74	11/09/2012	28/10/1972
1643	11874	~41161%	Medium	20/01/1900	775.77	0.07	Regular Air	179.37	39.98	9.83	Tracy	Poddar	Ontario	Corporate	Office Supplies	Envelopes	Blue String-Tie & Button Interoffice Envelopes, 10 x 13	Small Box	0.4	09/09/2012	21/03/1972
1714	12322	~40674%	Critical	05/02/1900	3436.9	0.03	Express Air	-398.11	92.23	39.61	Jay	Kimmel	Ontario	Small Business	Furniture	Office Furnishings	Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting	Medium Box	0.67	13/05/2011	26/09/1972
1739	12480	~40001%	Medium	08/01/1900	1187.01	0	Delivery Truck	-203.27	137.48	32.18	Steve	Nguyen	Ontario	Small Business	Furniture	Bookcases	O'Sullivan Cherrywood Estates Traditional Barrister Bookcase	Jumbo Box	0.78	08/07/2009	21/03/1972
1749	12516	~39957%	Low	31/01/1900	2360.43	0.1	Delivery Truck	66.22	80.97	33.6	Vivek	Grady	Ontario	Home Office	Technology	Office Machines	Lexmark Z25 Color Inkjet Printer	Jumbo Drum	0.37	29/05/2009	03/10/1972
1750	12516	~39957%	Low	22/01/1900	154.6	0.02	Regular Air	-23.53	6.48	5.11	Vivek	Grady	Ontario	Home Office	Office Supplies	Paper	Xerox 231	Small Box	0.37	28/05/2009	01/07/1972
1820	13088	~40290%	Not Specified	15/02/1900	187.92	0.08	Regular Air	-2149.8	3.25	49	Ben	Ferrer	Ontario	Corporate	Office Supplies	Appliances	Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack	Large Box	0.56	24/04/2010	02/11/1972
1828	13121	~40244%	High	05/02/1900	1211	0	Regular Air	-27.99	30.98	6.5	Xylona	Price	Ontario	Corporate	Technology	Computer Peripherals	Logitech Internet Navigator Keyboard	Small Box	0.79	08/03/2010	21/04/1971
1829	13121	~40244%	High	28/01/1900	4924.135	0.07	Regular Air	1049.54	205.99	8.99	Xylona	Price	Ontario	Corporate	Technology	Telephones and Communication	Talkabout T8097	Small Box	0.58	10/03/2010	18/01/1971
1857	13348	~40489%	Medium	04/02/1900	4890.58	0.05	Regular Air	310.51	140.85	19.99	Jim	Kriz	Ontario	Consumer	Office Supplies	Storage & Organization	Fellowes Strictly Business® Drawer File, Letter/Legal Size	Small Box	0.73	08/11/2010	24/03/1971
1866	13413	~40207%	Critical	29/01/1900	150.28	0.04	Regular Air	-50.86	4.98	4.7	Karen	Daniels	Ontario	Consumer	Office Supplies	Paper	Staples Copy Paper (20Lb. and 84 Bright)	Small Box	0.38	31/01/2010	11/06/1971
1869	13447	~40186%	High	24/01/1900	436.4835	0.01	Regular Air	0.85	20.99	4.81	Pamela	Coakley	Ontario	Corporate	Technology	Telephones and Communication	1726 Digital Answering Machine	Medium Box	0.58	10/01/2010	20/02/1971
1910	13638	~40816%	High	18/02/1900	682.77	0.05	Regular Air	165.2	14.48	1.99	Steve	Nguyen	Ontario	Consumer	Technology	Computer Peripherals	TDK 4.7GB DVD+RW	Small Pack	0.49	02/10/2011	23/11/1970
1918	13761	~40103%	Low	01/02/1900	2421.44	0.09	Regular Air	-949.09	78.8	35	Katherine	Nockton	Ontario	Home Office	Office Supplies	Storage & Organization	Space Solutions™ Industrial Galvanized Steel Shelving.	Large Box	0.83	21/10/2009	16/06/1970
1999	14247	~40771%	Critical	04/01/1900	14.75	0.03	Regular Air	-2.49	3.29	1.35	Denny	Blanton	Ontario	Home Office	Office Supplies	Rubber Bands	Acco® Hot Clips™ Clips to Go	Wrap Bag	0.4	18/08/2011	18/04/1971
2061	14755	~40183%	High	31/01/1900	111.48	0.09	Regular Air	29.57	3.85	0.7	Steve	Nguyen	Ontario	Consumer	Office Supplies	Pens & Art Supplies	Avery Hi-Liter Pen Style Six-Color Fluorescent Set	Wrap Bag	0.44	05/01/2010	23/02/1971
2062	14755	~40183%	High	13/02/1900	2322.812	0.1	Express Air	454.38	65.99	4.2	Steve	Nguyen	Ontario	Consumer	Technology	Telephones and Communication	5170	Small Box	0.59	07/01/2010	27/07/1970
2078	14854	~40296%	Low	24/01/1900	391.23	0.07	Regular Air	-27.98	16.91	6.25	Robert	Marley	Ontario	Corporate	Office Supplies	Storage & Organization	Tenex Personal Self-Stacking Standard File Box, Black/Gray	Small Box	0.58	02/05/2010	13/02/1970
2109	15078	~40491%	High	02/02/1900	207.01	0.01	Regular Air	-36.9	5.78	4.96	Katherine	Nockton	Ontario	Corporate	Office Supplies	Paper	Xerox 1899	Small Box	0.36	10/11/2010	12/08/1970
2183	15718	~39840%	Critical	10/02/1900	1863.02	0.03	Regular Air	360.63	43.98	8.99	Sean	O'Donnell	Ontario	Corporate	Office Supplies	Pens & Art Supplies	Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener	Small Pack	0.58	29/01/2009	10/08/1969
2184	15718	~39840%	Critical	19/02/1900	55.89	0.06	Regular Air	-3.05	1.14	0.7	Sean	O'Donnell	Ontario	Corporate	Office Supplies	Rubber Bands	OIC Thumb-Tacks	Wrap Bag	0.38	30/01/2009	08/12/1969
2186	15744	~40258%	Critical	16/01/1900	838.81	0.09	Regular Air	290.77	55.48	6.79	Jas	O'Carroll	Ontario	Corporate	Office Supplies	Paper	Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box	Small Box	0.37	22/03/2010	04/09/1969
2285	16454	~41040%	Medium	12/01/1900	94.39	0.04	Regular Air	-29.49	7.1	6.05	Chris	Selesnick	Ontario	Home Office	Office Supplies	Binders and Binder Accessories	Wilson Jones Hanging View Binder, White, 1"	Small Box	0.39	11/05/2012	11/01/1969
2314	16676	~39891%	High	08/02/1900	936.802	0.07	Regular Air	-12.08	28.99	8.59	Sally	Hughsby	Ontario	Consumer	Technology	Telephones and Communication	SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp	Medium Box	0.56	19/03/2009	11/04/1969
2344	16897	~41075%	Not Specified	01/01/1900	379.8	0.02	Delivery Truck	-183.09	320.98	58.95	Sally	Hughsby	Ontario	Consumer	Furniture	Chairs & Chairmats	Hon 4070 Series Pagoda™ Round Back Stacking Chairs	Jumbo Drum	0.57	17/06/2012	14/04/1969
2345	16897	~41075%	Not Specified	17/02/1900	107.7	0.06	Regular Air	14.97	2.21	1	Sally	Hughsby	Ontario	Consumer	Office Supplies	Pens & Art Supplies	Quartet Alpha® White Chalk, 12/Pack	Wrap Bag	0.38	17/06/2012	27/08/1968
2357	16999	~39832%	Critical	18/01/1900	3568.45	0.09	Regular Air	1081.62	207.48	0.99	Stuart	Calhoun	Ontario	Consumer	Office Supplies	Appliances	Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection	Small Box	0.55	21/01/2009	26/09/1968
2364	17091	~41111%	Medium	14/02/1900	2604.315	0	Regular Air	750.87	65.99	5.26	Kean	Nguyen	Ontario	Small Business	Technology	Telephones and Communication	8860	Small Box	0.56	22/07/2012	22/11/1968
2376	17249	~40446%	Low	06/02/1900	2911.64	0.02	Regular Air	225.28	73.98	14.52	Matt	Connell	Ontario	Corporate	Technology	Computer Peripherals	Keytronic French Keyboard	Small Box	0.65	27/09/2010	14/06/1967
2435	17670	~40050%	Medium	14/01/1900	36.52	0.07	Regular Air	10.05	2.61	0.5	Sean	O'Donnell	Ontario	Corporate	Office Supplies	Labels	Avery 494	Small Box	0.39	27/08/2009	25/03/1967
2448	17797	~41100%	Low	10/01/1900	1077.28	0	Delivery Truck	-486.12	100.98	57.38	Vivek	Grady	Ontario	Home Office	Furniture	Bookcases	Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled	Jumbo Box	0.78	12/07/2012	03/03/1967
2449	17797	~41100%	Low	16/01/1900	61.52	0.02	Regular Air	-8.89	3.69	2.5	Vivek	Grady	Ontario	Home Office	Office Supplies	Envelopes	Colored Envelopes	Small Box	0.39	14/07/2012	11/04/1967
2508	18213	~40431%	Medium	29/01/1900	1111.23	0.1	Regular Air	21.6	40.99	19.99	Guy	Phonely	Ontario	Corporate	Office Supplies	Paper	White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11	Small Box	0.36	12/09/2010	01/06/1967
2510	18241	~40386%	Low	03/01/1900	64.5	0.05	Regular Air	-55.11	20.89	1.99	Denny	Blanton	Ontario	Home Office	Technology	Computer Peripherals	IBM 80 Minute CD-R Spindle, 50/Pack	Small Pack	0.48	29/07/2010	06/10/1970
